time,ueid,TDDLTE_L1_measurement_Serving_Cell_Measurement_RSRP,TDDLTE_L1_measurement_Serving_Cell_Measurement_SINR
40346140,1,-77,11
40346343,1,-76,11
40346593,1,-76,11
40346781,1,-75,11
40347031,1,-75,11
40347140,1,-75,11
40347468,1,-75,10
40347578,1,-76,10
40347781,1,-76,11
40348015,1,-75,11
40348218,1,-75,13
40348421,1,-76,12
40348546,1,-77,12
40348750,1,-79,11
40348953,1,-78,11
40349218,1,-79,11
40349421,1,-80,10
40349625,1,-80,11
40349750,1,-80,11
40349984,1,-80,11
40350140,1,-81,10
40350343,1,-80,10
40350578,1,-79,11
40350781,1,-80,11
40351140,1,-79,10
40351468,1,-81,11
40351625,1,-81,10
40351750,1,-79,10
40351984,1,-79,11
40352218,1,-78,11
40352343,1,-79,11
40352578,1,-79,11
40352750,1,-79,11
40352984,1,-79,10
40353187,1,-80,10
40353421,1,-79,11
40353546,1,-79,11
40353906,1,-80,10
40354031,1,-79,11
40354140,1,-78,11
40354390,1,-79,11
40354625,1,-78,11
40354750,1,-78,11
40354984,1,-79,10
40355140,1,-79,11
40355421,1,-80,10
40355578,1,-80,11
40355828,1,-79,11
40355953,1,-79,12
40356187,1,-80,11
40356390,1,-79,11
40356546,1,-80,10
40356750,1,-80,11
40356984,1,-79,12
40357187,1,-80,11
40357468,1,-80,11
40357625,1,-81,10
40357781,1,-80,11
40358031,1,-79,13
40358140,1,-81,10
40358343,1,-80,12
40358593,1,-79,12
40358781,1,-79,12
40359031,1,-78,12
40359140,1,-78,12
40359421,1,-80,10
40359546,1,-80,10
40359781,1,-79,11
40360031,1,-80,10
40360140,1,-81,11
40360343,1,-82,8
40360578,1,-83,8
40360750,1,-81,8
40360984,1,-81,7
40361187,1,-81,8
40361421,1,-81,9
40361546,1,-80,9
40361781,1,-80,8
40362031,1,-80,8
40362140,1,-80,8
40362343,1,-80,7
40362593,1,-79,7
40362781,1,-80,7
40363015,1,-80,7
40363218,1,-80,7
40363343,1,-80,7
40363578,1,-79,8
40363750,1,-79,8
40363984,1,-79,10
40364218,1,-81,11
40364468,1,-82,10
40364593,1,-81,10
40364781,1,-80,9
40365031,1,-79,11
40365140,1,-77,13
40365421,1,-78,11
40365546,1,-79,11
40365781,1,-80,10
40366031,1,-79,9
40366140,1,-79,10
40366421,1,-80,11
40366546,1,-81,10
40366781,1,-81,12
40366953,1,-82,10
40367187,1,-81,10
40367421,1,-80,10
40367625,1,-79,11
40367750,1,-80,9
40368031,1,-81,9
40368140,1,-82,10
40368343,1,-81,10
40368578,1,-82,9
40368781,1,-81,10
40368984,1,-80,10
40369187,1,-80,11
40369343,1,-81,11
40369546,1,-81,10
40369781,1,-81,9
40369984,1,-81,11
40370187,1,-81,10
40370343,1,-82,7
40370593,1,-80,9
40370765,1,-80,9
40370984,1,-82,10
40371187,1,-80,11
40371546,1,-78,13
40371781,1,-79,10
40371984,1,-79,8
40372218,1,-78,9
40372468,1,-78,9
40372593,1,-78,9
40372750,1,-80,9
40373031,1,-79,10
40373140,1,-78,9
40373468,1,-78,8
40373546,1,-80,10
40373781,1,-82,10
40374031,1,-80,10
40374140,1,-80,10
40374468,1,-81,9
40374578,1,-80,8
40374781,1,-81,9
40375109,1,-82,9
40375187,1,-80,9
40375343,1,-82,11
40375546,1,-83,8
40375750,1,-82,9
40375953,1,-82,9
40376218,1,-81,10
40376390,1,-80,10
40376578,1,-80,10
40376812,1,-80,9
40376953,1,-80,9
40377187,1,-81,10
40377343,1,-81,9
40377578,1,-82,9
40377781,1,-82,9
40377953,1,-81,9
40378140,1,-80,9
40378390,1,-81,8
40378578,1,-81,10
40378781,1,-82,9
40379031,1,-81,10
40379140,1,-81,9
40379421,1,-81,10
40379546,1,-82,10
40379750,1,-82,9
40379953,1,-82,8
40380218,1,-81,8
40380421,1,-82,9
40380546,1,-81,9
40380781,1,-82,8
40380984,1,-81,9
40381218,1,-81,10
40381468,1,-81,9
40381593,1,-81,9
40381750,1,-81,8
40381953,1,-81,9
40382187,1,-82,9
40382343,1,-81,9
40382578,1,-80,10
40382781,1,-80,10
40382984,1,-79,11
40383218,1,-80,10
40383468,1,-80,10
40383578,1,-81,9
40383781,1,-79,9
40383984,1,-80,8
40384218,1,-80,9
40384468,1,-81,8
40384578,1,-81,8
40384750,1,-82,7
40384984,1,-82,7
40385218,1,-83,8
40385546,1,-84,8
40385781,1,-83,8
40386031,1,-83,8
40386140,1,-83,8
40386421,1,-83,9
40386546,1,-83,8
40386781,1,-83,9
40387031,1,-83,10
40387218,1,-82,10
40387468,1,-82,9
40387546,1,-81,10
40387750,1,-82,9
40388031,1,-82,9
40388218,1,-82,9
40388343,1,-82,9
40388578,1,-82,8
40388781,1,-82,8
40389031,1,-81,8
40389140,1,-81,8
40389421,1,-82,7
40389546,1,-81,9
40389781,1,-81,9
40389984,1,-81,8
40390218,1,-82,8
40390343,1,-81,9
40390546,1,-81,8
40390781,1,-80,9
40390984,1,-81,10
40391140,1,-80,10
40391421,1,-80,9
40391546,1,-80,9
40391781,1,-80,11
40391984,1,-81,9
40392140,1,-81,9
40392390,1,-82,8
40392546,1,-81,8
40392812,1,-82,8
40393031,1,-82,8
40393218,1,-82,6
40393468,1,-82,7
40393578,1,-82,7
40393750,1,-81,7
40393984,1,-82,8
40394218,1,-82,8
40394390,1,-81,8
40394546,1,-81,9
40394750,1,-82,9
40394984,1,-83,9
40395218,1,-82,9
40395468,1,-81,8
40395546,1,-82,8
40395828,1,-82,9
40395984,1,-80,10
40396140,1,-81,9
40396390,1,-82,7
40396546,1,-81,8
40396781,1,-81,8
40397031,1,-83,8
40397140,1,-84,7
40397468,1,-81,7
40397546,1,-81,7
40397781,1,-83,7
40398031,1,-82,8
40398140,1,-82,6
40398421,1,-82,8
40398546,1,-82,8
40398781,1,-82,8
40398984,1,-82,8
40399218,1,-81,9
40399421,1,-81,9
40399546,1,-81,9
40399796,1,-82,9
40399984,1,-82,10
40400218,1,-82,10
40400343,1,-81,9
40400546,1,-81,8
40400750,1,-82,7
40400953,1,-82,8
40401187,1,-81,8
40401421,1,-81,7
40401546,1,-80,7
40401781,1,-79,8
40402031,1,-80,8
40402140,1,-79,9
40402343,1,-78,8
40402593,1,-77,7
40402781,1,-77,7
40402984,1,-76,7
40403218,1,-76,7
40403343,1,-76,7
40403578,1,-76,8
40403781,1,-76,9
40404031,1,-79,7
40404218,1,-81,7
40404468,1,-82,8
40404578,1,-82,9
40404781,1,-81,9
40405031,1,-81,9
40405140,1,-80,9
40405468,1,-82,8
40405578,1,-81,9
40405750,1,-80,8
40405984,1,-80,8
40406218,1,-80,9
40406343,1,-79,9
40406578,1,-78,9
40406781,1,-78,10
40407140,1,-77,10
40407421,1,-77,10
40407546,1,-77,10
40407781,1,-77,10
40408031,1,-76,8
40408140,1,-76,8
40408343,1,-76,7
40408546,1,-76,6
40408750,1,-77,4
40409031,1,-77,4
40409140,1,-77,5
40409468,1,-76,6
40409593,1,-77,8
40409781,1,-77,8
40410031,1,-77,8
40410187,1,-78,7
40410359,1,-78,8
40410593,1,-78,8
40410781,1,-78,8
40410984,1,-78,8
40411218,1,-78,8
40411468,1,-78,8
40411546,1,-78,8
40411750,1,-78,8
40411984,1,-78,8
40412218,1,-78,8
40412343,1,-78,8
40412593,1,-78,8
40412781,1,-79,8
40412984,1,-78,8
40413187,1,-78,9
40413468,1,-77,8
40413578,1,-77,9
40413781,1,-77,9
40414031,1,-76,4
40414218,1,-78,9
40414343,1,-77,7
40414578,1,-78,7
40414750,1,-77,6
40414984,1,-78,7
40415218,1,-77,7
40415468,1,-77,6
40415593,1,-77,6
40415781,1,-77,7
40415984,1,-77,6
40416218,1,-77,6
40416343,1,-77,6
40416578,1,-77,6
40416781,1,-77,6
40417031,1,-77,5
40417140,1,-76,6
40417468,1,-77,5
40417546,1,-76,7
40417781,1,-77,6
40418031,1,-76,7
40418140,1,-76,6
40418343,1,-76,7
40418578,1,-76,7
40418750,1,-76,7
40418984,1,-77,7
40419140,1,-76,7
40419468,1,-76,8
40419578,1,-76,7
40419781,1,-76,7
40420000,1,-76,8
40420218,1,-76,8
40420343,1,-76,8
40420593,1,-76,9
40420781,1,-77,9
40421000,1,-77,8
40421218,1,-77,8
40421468,1,-77,8
40421578,1,-77,7
40421750,1,-77,7
40421953,1,-77,7
40422187,1,-78,8
40422343,1,-78,7
40422593,1,-77,8
40422781,1,-78,7
40423031,1,-78,6
40423140,1,-76,7
40423468,1,-76,7
40423593,1,-77,5
40423781,1,-78,5
40424031,1,-78,9
40424156,1,-79,7
40424359,1,-78,10
40424593,1,-77,9
40424781,1,-78,9
40425031,1,-79,9
40425140,1,-78,9
40425468,1,-79,9
40425578,1,-79,8
40425781,1,-78,8
40426031,1,-78,7
40426140,1,-77,8
40426343,1,-76,8
40426593,1,-76,9
40426781,1,-78,9
40427031,1,-77,8
40427140,1,-78,9
40427468,1,-78,9
40427593,1,-79,8
40427750,1,-79,8
40427984,1,-79,6
40428218,1,-78,7
40428343,1,-78,9
40428593,1,-77,8
40428781,1,-78,9
40429031,1,-77,10
40429140,1,-78,10
40429484,1,-77,8
40429578,1,-77,9
40429906,1,-80,10
40430031,1,-76,12
40430140,1,-77,11
40430343,1,-79,11
40430593,1,-79,9
40430750,1,-77,8
40431031,1,-78,7
40431140,1,-78,8
40431343,1,-78,8
40431593,1,-79,8
40431781,1,-79,7
40431984,1,-79,8
40432218,1,-80,8
40432343,1,-79,9
40432578,1,-79,9
40432781,1,-78,9
40433031,1,-78,8
40433218,1,-79,5
40433343,1,-80,7
40433546,1,-78,9
40433781,1,-79,9
40434031,1,-78,9
40434140,1,-79,10
40434343,1,-79,9
40434625,1,-79,8
40434750,1,-79,8
40434984,1,-79,9
40435218,1,-78,8
40435468,1,-80,8
40435593,1,-80,8
40435781,1,-80,8
40436031,1,-80,8
40436140,1,-80,9
40436343,1,-80,9
40436593,1,-79,9
40436781,1,-78,9
40437031,1,-79,10
40437140,1,-80,9
40437421,1,-80,9
40437546,1,-80,9
40437781,1,-81,9
40438031,1,-81,8
40438140,1,-82,9
40438468,1,-82,9
40438578,1,-82,8
40438781,1,-82,8
40439140,1,-80,9
40439468,1,-79,9
40439578,1,-80,8
40439781,1,-79,8
40440031,1,-80,8
40440140,1,-81,8
40440343,1,-80,8
40440593,1,-80,8
40440781,1,-80,8
40440984,1,-80,9
40441218,1,-79,9
40441421,1,-80,7
40441578,1,-80,8
40441781,1,-80,8
40442031,1,-79,7
40442140,1,-79,8
40442343,1,-80,8
40442593,1,-80,7
40442781,1,-81,7
40443031,1,-81,7
40443140,1,-82,7
40443468,1,-82,6
40443593,1,-82,6
40443781,1,-82,6
40444031,1,-81,7
40444140,1,-80,6
40444421,1,-79,6
40444578,1,-79,8
40444750,1,-80,8
40444984,1,-80,7
40445218,1,-80,7
40445343,1,-81,8
40445578,1,-80,8
40445781,1,-80,7
40446031,1,-79,8
40446140,1,-78,7
40446343,1,-78,6
40446593,1,-80,5
40446906,1,-79,5
40447140,1,-79,7
40447468,1,-79,8
40447578,1,-78,8
40447781,1,-79,8
40448031,1,-79,8
40448140,1,-79,9
40448343,1,-80,8
40448593,1,-80,8
40448781,1,-78,8
40449140,1,-78,4
40449421,1,-79,5
40449578,1,-80,9
40449781,1,-80,8
40450031,1,-80,6
40450140,1,-80,8
40450343,1,-79,8
40450546,1,-80,8
40450750,1,-80,7
40451031,1,-80,8
40451140,1,-79,8
40451468,1,-79,8
40451625,1,-79,9
40451781,1,-78,8
40452031,1,-78,8
40452218,1,-79,8
40452343,1,-79,7
40452593,1,-79,7
40452781,1,-79,8
40453140,1,-79,8
40453468,1,-79,8
40453546,1,-78,8
40453781,1,-79,8
40454031,1,-80,6
40454140,1,-81,6
40454343,1,-81,7
40454578,1,-81,6
40454781,1,-81,6
40455031,1,-81,6
40455140,1,-81,6
40455343,1,-81,5
40455593,1,-81,5
40455890,1,-81,6
40455984,1,-82,6
40456218,1,-81,5
40456468,1,-81,6
40456593,1,-81,5
40456781,1,-81,5
40457031,1,-81,4
40457140,1,-81,5
40457421,1,-81,6
40457546,1,-83,5
40457750,1,-82,6
40457984,1,-81,7
40458218,1,-81,7
40458343,1,-82,8
40458593,1,-82,7
40458781,1,-81,8
40459031,1,-81,7
40459140,1,-82,7
40459468,1,-82,8
40459546,1,-81,8
40459781,1,-82,7
40460031,1,-82,8
40460140,1,-81,8
40460343,1,-82,8
40460593,1,-82,7
40460750,1,-81,8
40460984,1,-81,8
40461218,1,-81,7
40461468,1,-80,7
40461593,1,-80,6
40461781,1,-80,7
40461984,1,-79,8
40462218,1,-79,7
40462343,1,-79,7
40462593,1,-79,8
40462781,1,-80,8
40462984,1,-78,6
40463218,1,-77,5
40463578,1,-78,8
40463593,1,-78,8
40463781,1,-79,9
40464031,1,-79,7
40464140,1,-79,7
40464343,1,-79,7
40464578,1,-80,6
40464781,1,-80,6
40465031,1,-80,7
40465140,1,-79,7
40465468,1,-80,7
40465593,1,-79,7
40465750,1,-79,8
40465953,1,-80,7
40466187,1,-79,8
40466343,1,-79,8
40466593,1,-79,8
40466781,1,-79,7
40466984,1,-79,7
40467218,1,-78,7
40467468,1,-78,8
40467593,1,-78,7
40467781,1,-78,7
40468031,1,-79,5
40468140,1,-78,7
40468343,1,-78,7
40468593,1,-77,9
40468750,1,-77,8
40469031,1,-77,8
40469140,1,-78,8
40469343,1,-78,8
40469593,1,-78,8
40469781,1,-79,9
40470031,1,-78,9
40470140,1,-79,8
40470468,1,-79,8
40470578,1,-79,8
40470906,1,-79,7
40471031,1,-78,7
40471140,1,-77,6
40471468,1,-81,7
40471546,1,-80,8
40471781,1,-81,8
40471984,1,-81,7
40472140,1,-82,6
40472421,1,-82,7
40472546,1,-82,7
40472781,1,-83,6
40473031,1,-83,7
40473140,1,-83,7
40473468,1,-83,7
40473593,1,-82,7
40473781,1,-83,5
40474031,1,-83,6
40474140,1,-83,7
40474343,1,-82,7
40474625,1,-82,7
40474750,1,-82,7
40475031,1,-81,8
40475140,1,-83,6
40475468,1,-82,7
40475546,1,-81,7
40475765,1,-81,8
40475953,1,-79,8
40476218,1,-81,7
40476421,1,-81,6
40476546,1,-80,5
40476781,1,-81,5
40477031,1,-80,6
40477140,1,-80,5
40477468,1,-78,6
40477593,1,-80,7
40477781,1,-81,6
40478031,1,-81,5
40478140,1,-81,5
40478468,1,-80,7
40478578,1,-81,8
40478781,1,-79,7
40478984,1,-79,7
40479218,1,-80,8
40479468,1,-79,7
40479578,1,-80,7
40479781,1,-80,7
40480031,1,-79,8
40480140,1,-79,8
40480468,1,-79,7
40480578,1,-79,8
40480781,1,-79,7
40481031,1,-79,8
40481140,1,-79,8
40481468,1,-79,8
40481593,1,-79,8
40481781,1,-81,7
40482031,1,-80,8
40482218,1,-80,7
40482343,1,-79,8
40482593,1,-78,6
40482781,1,-77,6
40483140,1,-78,8
40483468,1,-79,7
40483578,1,-79,8
40483781,1,-79,8
40484031,1,-79,8
40484140,1,-77,5
40484343,1,-78,5
40484578,1,-78,7
40484781,1,-77,5
40485031,1,-79,8
40485140,1,-79,8
40485468,1,-79,7
40485593,1,-80,6
40485890,1,-77,8
40485984,1,-81,8
40486187,1,-80,8
40486343,1,-80,9
40486593,1,-80,9
40486781,1,-82,8
40487031,1,-82,8
40487140,1,-80,8
40487468,1,-81,8
40487593,1,-80,7
40487781,1,-78,6
40487984,1,-78,9
40488140,1,-79,8
40488468,1,-80,8
40488593,1,-79,8
40488781,1,-79,7
40489031,1,-82,5
40489140,1,-81,6
40489468,1,-80,9
40489593,1,-82,5
40489750,1,-82,3
40489953,1,-83,4
40490218,1,-83,3
40490468,1,-82,6
40490593,1,-81,4
40490750,1,-81,4
40490984,1,-81,4
40491234,1,-79,5
40491468,1,-80,5
40491578,1,-81,6
40491781,1,-81,6
40492109,1,-81,5
40492218,1,-81,5
40492343,1,-82,5
40492593,1,-83,5
40492781,1,-81,5
40493015,1,-80,5
40493218,1,-81,5
40493421,1,-81,4
40493546,1,-82,3
40493781,1,-81,2
40494031,1,-81,3
40494218,1,-81,4
40494343,1,-81,5
40494593,1,-82,5
40494781,1,-82,5
40495031,1,-79,7
40495140,1,-80,7
40495468,1,-81,6
40495578,1,-80,6
40495781,1,-81,4
40496031,1,-79,6
40496140,1,-78,4
40496343,1,-84,7
40496593,1,-83,5
40496781,1,-81,7
40497031,1,-81,7
40497140,1,-82,6
40497468,1,-82,6
40497593,1,-83,6
40497781,1,-83,6
40497984,1,-84,5
40498218,1,-82,5
40498468,1,-76,6
40498578,1,-78,5
40498781,1,-80,4
40499031,1,-79,3
40499140,1,-79,5
40499468,1,-77,5
40499593,1,-81,8
40499781,1,-83,6
40499984,1,-83,5
40500218,1,-83,5
40500468,1,-81,6
40500593,1,-81,5
40500750,1,-80,5
40500984,1,-80,5
40501218,1,-80,6
40501468,1,-80,5
40501593,1,-79,5
40501906,1,-79,7
40502031,1,-80,6
40502218,1,-80,6
40502343,1,-80,7
40502593,1,-80,7
40502781,1,-80,8
40502984,1,-80,8
40503140,1,-79,9
40503421,1,-80,8
40503546,1,-80,8
40503750,1,-80,7
40503984,1,-80,7
40504218,1,-80,7
40504343,1,-80,6
40504593,1,-80,7
40504781,1,-79,6
40505031,1,-79,6
40505140,1,-80,6
40505468,1,-80,6
40505593,1,-80,6
40505750,1,-80,6
40506031,1,-80,7
40506218,1,-80,6
40506421,1,-80,7
40506546,1,-80,7
40506781,1,-80,6
40506984,1,-80,6
40507187,1,-80,7
40507468,1,-80,7
40507593,1,-80,7
40507781,1,-80,7
40507953,1,-80,6
40508187,1,-80,6
40508343,1,-81,6
40508578,1,-81,6
40508750,1,-83,5
40509031,1,-82,5
40509218,1,-81,6
40509343,1,-81,7
40509625,1,-80,8
40509781,1,-80,7
40510031,1,-80,7
40510218,1,-80,6
40510343,1,-80,6
40510593,1,-81,5
40510750,1,-80,4
40510953,1,-79,4
40511218,1,-79,4
40511421,1,-80,6
40511546,1,-80,7
40511781,1,-81,7
40512031,1,-80,7
40512140,1,-80,6
40512343,1,-80,7
40512593,1,-78,4
40512781,1,-80,4
40513031,1,-80,7
40513140,1,-82,5
40513468,1,-82,6
40513593,1,-80,6
40513781,1,-79,8
40514031,1,-79,7
40514218,1,-79,2
40514343,1,-80,3
40514593,1,-80,8
40514781,1,-80,7
40515031,1,-80,6
40515140,1,-79,4
40515421,1,-81,4
40515546,1,-80,5
40515781,1,-81,7
40516031,1,-81,5
40516140,1,-80,7
40516390,1,-81,5
40516593,1,-81,3
40516781,1,-82,4
40517031,1,-80,6
40517140,1,-80,7
40517468,1,-82,6
40517593,1,-82,6
40517781,1,-82,6
40518031,1,-80,5
40518140,1,-81,4
40518468,1,-80,6
40518578,1,-80,6
40518781,1,-81,5
40519031,1,-80,5
40519140,1,-81,6
40519468,1,-81,6
40519593,1,-80,5
40519781,1,-80,4
40520031,1,-81,6
40520140,1,-78,7
40520421,1,-78,7
40520593,1,-78,6
40520781,1,-79,5
40520984,1,-79,6
40521218,1,-79,6
40521593,1,-79,6
40521781,1,-81,6
40522031,1,-80,4
40522218,1,-80,4
40522343,1,-79,6
40522593,1,-79,8
40522781,1,-80,7
40523031,1,-81,6
40523140,1,-82,6
40523421,1,-82,6
40523578,1,-81,6
40523781,1,-81,6
40524031,1,-81,6
40524218,1,-82,7
40524343,1,-82,7
40524593,1,-81,7
40524781,1,-80,8
40525031,1,-80,8
40525140,1,-79,7
40525468,1,-78,8
40525593,1,-78,8
40525781,1,-79,9
40526031,1,-79,9
40526140,1,-79,9
40526343,1,-78,8
40526593,1,-78,8
40526781,1,-78,8
40527031,1,-79,8
40527140,1,-78,9
40527468,1,-79,8
40527593,1,-79,9
40527781,1,-79,8
40528031,1,-78,8
40528218,1,-78,8
40528468,1,-78,9
40528593,1,-78,7
40528781,1,-77,8
40529140,1,-79,6
40529468,1,-79,7
40529578,1,-80,6
40529781,1,-80,6
40530031,1,-79,7
40530140,1,-78,8
40530343,1,-79,8
40530593,1,-80,7
40530781,1,-81,8
40530984,1,-79,7
40531218,1,-81,7
40531343,1,-75,7
40531593,1,-79,9
40531781,1,-78,9
40532031,1,-80,8
40532140,1,-80,8
40532343,1,-79,8
40532593,1,-79,7
40532781,1,-78,8
40533031,1,-79,8
40533140,1,-79,9
40533468,1,-79,8
40533593,1,-79,8
40533781,1,-78,8
40534031,1,-77,8
40534140,1,-77,9
40534343,1,-78,8
40534578,1,-78,8
40534781,1,-79,8
40535140,1,-79,9
40535468,1,-79,9
40535593,1,-79,9
40535781,1,-79,9
40536031,1,-79,8
40536140,1,-79,9
40536343,1,-79,9
40536593,1,-79,8
40536781,1,-79,9
40537140,1,-79,10
40537468,1,-79,9
40537593,1,-79,9
40537781,1,-79,9
40538031,1,-78,8
40538140,1,-79,9
40538468,1,-79,7
40538593,1,-78,7
40538781,1,-79,7
40539031,1,-79,8
40539140,1,-80,9
40539343,1,-79,9
40539593,1,-79,7
40539781,1,-79,9
40540031,1,-79,9
40540140,1,-78,9
40540343,1,-79,9
40540593,1,-79,9
40540781,1,-79,7
40541031,1,-79,7
40541140,1,-79,9
40541343,1,-80,8
40541593,1,-78,8
40541781,1,-79,7
40542031,1,-79,8
40542140,1,-79,8
40542343,1,-78,8
40542593,1,-77,9
40542781,1,-77,9
40543031,1,-77,9
40543140,1,-77,10
40543468,1,-77,11
40543578,1,-77,9
40543781,1,-77,10
40544031,1,-77,9
40544187,1,-77,10
40544343,1,-78,9
40544593,1,-78,10
40544781,1,-78,9
40544984,1,-78,10
40545140,1,-78,9
40545468,1,-78,9
40545625,1,-78,9
40545750,1,-78,9
40546125,1,-78,8
40546218,1,-78,8
40546343,1,-79,8
40546546,1,-79,8
40546781,1,-78,8
40547031,1,-78,8
40547140,1,-79,8
40547343,1,-78,6
40547593,1,-79,7
40547781,1,-80,7
40548031,1,-80,6
40548140,1,-78,6
40548468,1,-78,9
40548593,1,-79,8
40548781,1,-79,8
40549031,1,-77,10
40549140,1,-78,10
40549421,1,-79,10
40549546,1,-79,10
40549781,1,-79,10
40550031,1,-79,10
40550140,1,-79,10
40550468,1,-79,10
40550593,1,-79,9
40550781,1,-80,9
40551031,1,-80,10
40551140,1,-80,9
40551468,1,-80,7
40551593,1,-80,6
40551781,1,-80,7
40552031,1,-80,7
40552140,1,-80,7
40552343,1,-80,8
40552593,1,-80,6
40552781,1,-80,6
40553031,1,-81,6
40553140,1,-81,7
40553421,1,-81,7
40553546,1,-80,7
40553781,1,-80,8
40554031,1,-82,6
40554140,1,-82,6
40554343,1,-81,7
40554593,1,-81,7
40554781,1,-81,7
40555140,1,-81,6
40555468,1,-81,6
40555593,1,-81,6
40555781,1,-80,7
40556031,1,-79,9
40556218,1,-79,8
40556343,1,-78,8
40556593,1,-79,8
40556906,1,-79,8
40557031,1,-80,8
40557140,1,-81,8
40557468,1,-81,8
40557593,1,-80,8
40557781,1,-79,9
40558031,1,-79,9
40558140,1,-78,9
40558468,1,-78,10
40558593,1,-78,11
40558781,1,-78,10
40559031,1,-78,10
40559140,1,-78,10
40559468,1,-78,10
40559578,1,-78,11
40559781,1,-78,11
40560031,1,-79,10
40560140,1,-79,10
40560343,1,-80,9
40560593,1,-79,11
40560781,1,-79,10
40561031,1,-80,10
40561140,1,-78,11
40561468,1,-78,11
40561593,1,-79,11
40561781,1,-79,11
40562031,1,-80,9
40562140,1,-80,9
40562343,1,-80,9
40562593,1,-78,9
40562781,1,-77,8
40562984,1,-79,8
40563218,1,-79,8
40563421,1,-79,8
40563546,1,-78,8
40563781,1,-78,9
40564031,1,-77,8
40564140,1,-79,8
40564343,1,-76,9
40564593,1,-79,8
40564781,1,-77,8
40565031,1,-77,6
40565140,1,-79,7
40565468,1,-78,7
40565593,1,-77,10
40565781,1,-77,11
40566031,1,-77,11
40566140,1,-77,9
40566343,1,-78,10
40566593,1,-79,9
40566781,1,-78,9
40567140,1,-78,9
40567421,1,-77,9
40567593,1,-79,10
40567781,1,-79,10
40568031,1,-79,10
40568187,1,-79,10
40568468,1,-79,10
40568593,1,-79,8
40568781,1,-78,9
40569031,1,-77,11
40569140,1,-78,8
40569343,1,-78,7
40569593,1,-79,9
40569781,1,-77,9
40570031,1,-80,10
40570140,1,-79,9
40570343,1,-79,9
40570593,1,-80,8
40570781,1,-79,9
40571031,1,-79,8
40571140,1,-80,8
40571468,1,-80,8
40571593,1,-80,8
40571781,1,-79,9
40571984,1,-78,10
40572218,1,-78,10
40572343,1,-79,9
40572593,1,-79,7
40572781,1,-79,5
40573031,1,-79,6
40573140,1,-79,7
40573343,1,-79,6
40573593,1,-78,7
40573781,1,-78,9
40574031,1,-79,8
40574140,1,-79,7
40574343,1,-79,7
40574593,1,-78,7
40574781,1,-78,7
40575031,1,-78,8
40575140,1,-77,7
40575468,1,-77,7
40575593,1,-77,6
40575781,1,-77,7
40576031,1,-76,8
40576140,1,-76,8
40576343,1,-76,8
40576593,1,-76,8
40576781,1,-76,8
40577031,1,-77,9
40577140,1,-78,9
40577468,1,-78,8
40577593,1,-77,8
40577781,1,-78,8
40578031,1,-78,9
40578140,1,-78,9
40578343,1,-78,9
40578593,1,-76,11
40578750,1,-76,9
40579031,1,-77,10
40579140,1,-77,8
40579468,1,-78,7
40579593,1,-82,6
40579781,1,-83,4
40580031,1,-78,7
40580140,1,-79,7
40580328,1,-80,7
40580593,1,-75,8
40580781,1,-74,13
40581031,1,-75,11
40581140,1,-77,9
40581468,1,-79,9
40581593,1,-76,10
40581781,1,-78,10
40582031,1,-78,9
40582140,1,-78,11
40582343,1,-77,10
40582593,1,-79,8
40582781,1,-77,10
40583140,1,-78,10
40583468,1,-80,10
40583593,1,-81,9
40583781,1,-79,11
40584031,1,-79,11
40584140,1,-78,12
40584343,1,-78,13
40584593,1,-80,12
40584781,1,-81,11
40585031,1,-77,13
40585140,1,-78,10
40585468,1,-80,12
40585593,1,-78,9
40585781,1,-75,11
40586031,1,-75,10
40586140,1,-75,11
40586343,1,-75,11
40586593,1,-76,7
40586781,1,-81,9
40587140,1,-77,8
40587468,1,-75,7
40587593,1,-81,6
40587906,1,-79,6
40588031,1,-80,7
40588140,1,-78,9
40588343,1,-77,9
40588546,1,-74,11
40588781,1,-74,13
40589031,1,-76,12
40589140,1,-79,13
40589468,1,-75,14
40589593,1,-72,13
40589781,1,-74,14
40590031,1,-75,12
40590140,1,-76,12
40590468,1,-76,10
40590593,1,-73,12
40590781,1,-73,13
40591031,1,-74,13
40591140,1,-73,13
40591468,1,-74,12
40591593,1,-74,12
40591781,1,-74,12
40592031,1,-74,13
40592140,1,-73,14
40592343,1,-73,12
40592578,1,-73,12
40592781,1,-73,12
40593140,1,-73,11
40593156,1,-74,11
40593468,1,-75,11
40593593,1,-75,10
40593781,1,-74,10
40594031,1,-73,10
40594140,1,-73,11
40594343,1,-74,10
40594593,1,-74,10
40594781,1,-74,11
40595031,1,-73,9
40595140,1,-72,11
40595468,1,-72,11
40595593,1,-71,10
40595781,1,-71,10
40596031,1,-71,10
40596140,1,-72,10
40596343,1,-73,11
40596593,1,-74,11
40596781,1,-74,10
40597031,1,-74,11
40597140,1,-73,12
40597468,1,-72,12
40597593,1,-72,12
40597781,1,-72,12
40598031,1,-72,12
40598140,1,-72,11
40598343,1,-72,11
40598593,1,-72,12
40598781,1,-73,11
40599031,1,-73,11
40599140,1,-73,12
40599468,1,-74,12
40599578,1,-76,11
40599906,1,-78,10
40600031,1,-74,11
40600140,1,-73,12
40600343,1,-74,13
40600593,1,-73,11
40600781,1,-72,12
40601031,1,-72,13
40601140,1,-73,13
40601468,1,-72,12
40601593,1,-72,12
40601781,1,-72,12
40602031,1,-72,12
40602140,1,-72,12
40602343,1,-72,11
40602593,1,-72,12
