Time,PCTime,UEid,RSRP,SINR
16:13:29.677,58409677,1,-90,12
16:13:29.876,58409876,1,-90,12
16:13:30.076,58410076,1,-91,10
16:13:30.276,58410276,1,-93,13
16:13:30.498,58410498,1,-91,12
16:13:30.676,58410676,1,-93,10
16:13:30.877,58410877,1,-93,12
16:13:31.076,58411076,1,-93,11
16:13:31.276,58411276,1,-92,12
16:13:31.476,58411476,1,-91,13
16:13:31.716,58411716,1,-90,14
16:13:31.916,58411916,1,-91,15
16:13:32.116,58412116,1,-91,12
16:13:32.277,58412277,1,-90,13
16:13:32.516,58412516,1,-91,14
16:13:32.716,58412716,1,-89,13
16:13:32.876,58412876,1,-91,12
16:13:33.078,58413078,1,-91,9
16:13:33.276,58413276,1,-94,8
16:13:33.477,58413477,1,-91,10
16:13:33.676,58413676,1,-92,12
16:13:33.876,58413876,1,-91,14
16:13:34.116,58414116,1,-91,13
16:13:34.276,58414276,1,-90,12
16:13:34.516,58414516,1,-90,12
16:13:34.676,58414676,1,-93,8
16:13:34.876,58414876,1,-92,12
16:13:35.116,58415116,1,-93,8
16:13:35.276,58415276,1,-93,10
16:13:35.516,58415516,1,-90,11
16:13:35.678,58415678,1,-91,12
16:13:35.955,58415955,1,-92,9
16:13:36.075,58416075,1,-94,10
16:13:36.276,58416276,1,-93,8
16:13:36.477,58416477,1,-92,11
16:13:36.677,58416677,1,-93,7
16:13:36.916,58416916,1,-91,9
16:13:37.076,58417076,1,-91,8
16:13:37.275,58417275,1,-90,11
16:13:37.556,58417556,1,-92,8
16:13:37.716,58417716,1,-91,10
16:13:37.916,58417916,1,-92,10
16:13:38.076,58418076,1,-91,11
16:13:38.277,58418277,1,-91,10
16:13:38.476,58418476,1,-91,11
16:13:38.716,58418716,1,-90,12
16:13:38.917,58418917,1,-92,13
16:13:39.077,58419077,1,-91,13
16:13:39.277,58419277,1,-93,11
16:13:39.477,58419477,1,-91,11
16:13:39.677,58419677,1,-91,12
16:13:39.917,58419917,1,-90,13
16:13:40.077,58420077,1,-91,11
16:13:40.277,58420277,1,-93,9
16:13:40.518,58420518,1,-92,11
16:13:40.676,58420676,1,-90,12
16:13:40.876,58420876,1,-90,12
16:13:41.076,58421076,1,-89,12
16:13:41.277,58421277,1,-88,13
16:13:41.476,58421476,1,-91,11
16:13:41.717,58421717,1,-88,12
16:13:41.916,58421916,1,-89,10
16:13:42.117,58422117,1,-87,13
16:13:42.356,58422356,1,-88,11
16:13:42.476,58422476,1,-88,12
16:13:42.677,58422677,1,-91,11
16:13:42.876,58422876,1,-89,15
16:13:43.117,58423117,1,-92,11
16:13:43.277,58423277,1,-91,14
16:13:43.476,58423476,1,-92,12
16:13:43.716,58423716,1,-92,10
16:13:43.876,58423876,1,-92,10
16:13:44.116,58424116,1,-92,10
16:13:44.277,58424277,1,-91,13
16:13:44.517,58424517,1,-91,8
16:13:44.757,58424757,1,-93,11
16:13:44.877,58424877,1,-92,9
16:13:45.077,58425077,1,-94,8
16:13:45.288,58425288,1,-94,9
16:13:45.477,58425477,1,-95,0
16:13:45.676,58425676,1,-96,5
16:13:45.877,58425877,1,-94,7
16:13:46.077,58426077,1,-95,8
16:13:46.277,58426277,1,-92,6
16:13:46.477,58426477,1,-93,7
16:13:46.716,58426716,1,-93,6
16:13:46.876,58426876,1,-93,7
16:13:47.076,58427076,1,-93,8
16:13:47.276,58427276,1,-93,8
16:13:47.468,58427468,1,-92,8
16:13:47.716,58427716,1,-92,9
16:13:47.956,58427956,1,-93,8
16:13:48.116,58428116,1,-94,8
16:13:48.276,58428276,1,-92,7
16:13:48.556,58428556,1,-93,8
16:13:48.676,58428676,1,-94,7
16:13:48.877,58428877,1,-93,8
16:13:49.077,58429077,1,-93,8
16:13:49.276,58429276,1,-93,8
16:13:49.516,58429516,1,-92,8
16:13:49.676,58429676,1,-93,8
16:13:49.877,58429877,1,-94,7
16:13:50.077,58430077,1,-94,8
16:13:50.317,58430317,1,-94,7
16:13:50.517,58430517,1,-94,8
16:13:50.717,58430717,1,-94,7
16:13:50.876,58430876,1,-94,8
16:13:51.076,58431076,1,-95,8
16:13:51.355,58431355,1,-94,8
16:13:51.477,58431477,1,-94,7
16:13:51.716,58431716,1,-94,8
16:13:51.957,58431957,1,-93,7
16:13:52.077,58432077,1,-95,8
16:13:52.277,58432277,1,-94,6
16:13:52.516,58432516,1,-94,8
16:13:52.677,58432677,1,-94,7
16:13:52.876,58432876,1,-94,11
16:13:53.076,58433076,1,-94,6
16:13:53.277,58433277,1,-94,7
16:13:53.477,58433477,1,-95,6
16:13:53.677,58433677,1,-94,7
16:13:53.877,58433877,1,-94,7
16:13:54.117,58434117,1,-93,9
16:13:54.298,58434298,1,-92,12
16:13:54.476,58434476,1,-94,9
16:13:54.676,58434676,1,-94,9
16:13:54.916,58434916,1,-93,8
16:13:55.076,58435076,1,-93,9
16:13:55.277,58435277,1,-92,8
16:13:55.476,58435476,1,-92,7
16:13:55.715,58435715,1,-93,9
16:13:55.897,58435897,1,-93,8
16:13:56.075,58436075,1,-91,9
16:13:56.276,58436276,1,-90,8
16:13:56.476,58436476,1,-90,10
16:13:56.716,58436716,1,-91,9
16:13:56.904,58436904,1,-91,9
